CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_Book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
CID-07617,Existing,23,M,3,Graduate,Married,Unknown,Blue,40,5,4,2,8027.0,3325,7388.4246326277635,2.676917029529326,4889,45,3.377480878459673,0.2583092366492582
CID-07618,Existing,59,M,1,College,Married,$60K - $80K,Silver,46,3,1,2,7078.0,-611,6139.673014158673,1.2439857481725238,4306,40,2.797422179701182,0.5358032999262907
CID-07619,Attrited,27,M,2,Unknown,Married,$40K - $60K,Blue,35,1,3,5,2457.0,1011,980.5898497898804,1.5733317701850673,3014,88,2.4755179605127537,0.37037232828400857
CID-07620,Existing,65,M,0,Unknown,Single,Unknown,Blue,14,4,0,3,1336.0,315,0.0,2.2386572546303825,4774,89,1.9389647091916333,0.8043967027677952
CID-07621,Attrited,50,M,0,Graduate,Married,$80K - $120K,Gold,12,4,2,4,7931.25,1617,1629.9772726347164,0.6048534420737188,4855,54,0.9549863979837222,0.10656320328067877
CID-07622,Existing,33,M,3,Doctorate,Married,$40K - $60K,Blue,44,4,0,3,9401.0,1130,8527.520699261982,1.6600649584006026,2485,94,0.8702874391451366,0.3275649433853552
CID-07623,Existing,53,M,3,Unknown,Married,Unknown,Gold,57,1,2,4,8467.5,2013,4339.8498557851335,2.922647659245669,9353,60,2.1707796470814036,0.023045165317820908
CID-07624,Existing,23,F,0,College,Married,Less than $40K,Silver,45,6,2,5,2307.2,198,2184.2856056929286,1.1111446285419535,5457,66,0.712800823024561,0.6137639209896159
CID-07625,Existing,36,F,0,Unknown,Single,$120K +,Silver,54,1,2,4,8017.5,560,4274.571779573969,2.6753359071047,2812,31,2.389930451662894,0.7316989867666608
CID-07626,Existing,48,M,5,Graduate,Single,$40K - $60K,Blue,21,3,0,3,8051.0,1089,6535.689271954971,2.8235849441811185,5188,50,1.4927059592935725,0.1412554875873907
CID-07627,Attrited,19,F,0,Doctorate,Married,$40K - $60K,Platinum,26,1,3,4,10060.0,645,3551.935500176434,0.6840948133434241,2088,65,3.0027336176357755,0.5154079423839922
CID-07628,Existing,35,M,4,Graduate,Married,$60K - $80K,Silver,22,1,0,3,3713.0,-262,2652.4671207340034,0.7634937669429981,3341,48,1.5010922225561378,0.18562535626192264
CID-07629,Attrited,59,F,0,Post-Graduate,Married,$80K - $120K,Blue,51,2,4,2,6826.5,1325,3784.547982788775,2.653907033053249,4531,30,1.734016349537573,0.11435489602971734
CID-07630,Existing,45,M,2,Graduate,Divorced,$80K - $120K,Silver,44,3,1,1,4036.5,1857,1645.3682421995156,2.506302120493662,4762,62,1.8860468172208933,0.5104233734094172
CID-07631,Existing,21,M,2,High School,Married,Less than $40K,Silver,43,3,2,3,2505.2999999999997,1332,2830.470120319752,3.2059450172148924,5519,98,2.090244358092283,0.17423141962593564
CID-07632,Existing,18,M,5,High School,Single,$40K - $60K,Silver,49,4,2,3,4202.0,2767,3139.394673699514,1.8694213967157836,-1876,92,2.9541520418141203,0.36089597583785343
CID-07633,Existing,64,M,1,High School,Married,$80K - $120K,Blue,31,5,2,5,7852.5,1440,4429.727626810493,2.8244605226012958,1835,59,2.3911557565084727,0.4467858887359264
CID-07634,Attrited,59,M,3,High School,Married,$120K +,Blue,43,4,2,7,5878.5,1915,2176.6854504190937,2.8166259368430717,5695,33,2.7831443055109926,0.08339192594244862
CID-07635,Existing,67,M,1,Graduate,Married,$80K - $120K,Blue,19,3,1,5,3967.5,1557,1388.9634746024708,2.144726199410578,3587,22,0.566452596224151,0.4981223818001652
CID-07636,Existing,33,M,0,Post-Graduate,Unknown,$40K - $60K,Blue,28,6,1,7,5503.0,1770,4113.9716733764435,0.9661582048019678,5538,12,2.024924032717117,0.4755369211674108
CID-07637,Existing,62,M,3,High School,Married,$60K - $80K,Blue,57,3,1,1,5063.0,1806,4327.4421805799175,3.2011131975595215,4218,73,2.7847112575387705,0.6268027005253157
CID-07638,Existing,64,M,0,Graduate,Unknown,$80K - $120K,Blue,47,5,3,3,2227.5,2261,318.2508441559844,2.0290545931120043,3804,33,0.6669417644851132,0.36933990522747523
CID-07639,Existing,19,F,3,Graduate,Unknown,Less than $40K,Silver,13,5,1,0,1628.1999999999998,1115,1244.4155211972422,0.6843856429222487,2812,62,1.4936242630180612,0.4335646599268988
CID-07640,Existing,69,M,5,High School,Single,$60K - $80K,Blue,59,5,0,7,5055.0,1374,4062.9536572179954,1.5524997193198962,2594,38,0.5890510440274384,0.27432681910091894
CID-07641,Existing,53,M,4,Graduate,Single,$60K - $80K,Blue,45,5,2,2,8287.0,1432,7851.352622813406,1.0469614611026001,6043,12,0.7086463650999181,0.2460850872516281
CID-07642,Existing,18,F,4,Doctorate,Married,Unknown,Silver,22,4,2,6,2510.0,1388,615.9078148464992,3.0869976577074167,4903,36,0.7890184343977614,0.10500625039557411
CID-07643,Existing,56,F,4,High School,Single,$80K - $120K,Blue,25,1,3,2,1500.0,840,0.0,1.327498218828569,3915,90,2.6372192749711054,0.5617605708094131
CID-07644,Existing,40,M,5,High School,Single,$80K - $120K,Blue,29,4,2,7,7531.5,-1147,3760.1036266626625,2.878996677266932,3308,90,1.0957031126563535,0.0417577976141044
CID-07645,Existing,43,F,1,Unknown,Unknown,Unknown,Blue,21,5,1,6,8972.0,445,8164.289517978647,3.302446959040486,3704,23,2.3971943610748756,0.5260243154239067
CID-07646,Existing,28,M,3,Post-Graduate,Unknown,$60K - $80K,Gold,34,4,0,5,4951.5,2045,1813.1841238584861,3.368549202836701,1766,11,1.6947231423477385,0.09275135427271237
CID-07647,Existing,59,M,1,Graduate,Married,$60K - $80K,Blue,35,4,2,5,4647.0,1812,3157.7460890179827,1.3785665937817715,2216,92,3.4610671876384522,0.011405445358568495
CID-07648,Existing,18,M,3,Graduate,Married,$40K - $60K,Blue,55,4,3,1,7379.0,1626,6703.811262947148,2.4957846816832,5833,56,1.1288816339780512,0.43136443416016274
CID-07649,Existing,28,F,0,Uneducated,Single,Unknown,Silver,22,5,1,2,9307.0,1824,8448.744563686472,2.0835674124871484,2576,10,1.1576973081637374,0.26336221789412867
CID-07650,Existing,41,M,4,Uneducated,Married,Less than $40K,Blue,52,5,1,2,700.0,1727,261.8275751796024,3.4099921577138583,3723,61,2.1765253273664413,0.24665535672644495
CID-07651,Existing,27,F,4,College,Single,Less than $40K,Silver,39,5,3,3,3473.3999999999996,3078,4008.4369298465854,2.784305993432538,4718,18,3.3378452995118226,0.23811671322075326
CID-07652,Existing,31,M,3,Graduate,Married,$40K - $60K,Blue,38,2,4,0,5926.0,1512,5461.851711404377,0.645546141292196,4919,87,1.783006955423511,0.4082030400728515
CID-07653,Existing,31,F,1,Graduate,Married,$80K - $120K,Blue,59,6,5,2,3858.0,2439,1839.7453608186986,3.1393864315281266,1230,78,3.4397681904173965,0.20147248466833845
CID-07654,Existing,24,M,1,Unknown,Married,$60K - $80K,Blue,19,1,1,6,6395.0,2125,6122.747443041415,3.195039897322286,2457,38,3.2334222144096767,0.839717820728547
CID-07655,Existing,40,M,2,Unknown,Single,$120K +,Blue,48,3,2,4,13851.0,1142,8265.211193425945,1.2583838638318179,4442,30,2.0866310949608278,0.628142330627407
CID-07656,Existing,60,M,4,Graduate,Single,$60K - $80K,Blue,58,2,4,3,5624.0,761,4437.290738969469,2.9323421811389183,6152,44,0.549550831345048,0.5673795642905467
CID-07657,Existing,39,F,4,Graduate,Married,$60K - $80K,Blue,58,2,2,6,5249.0,1245,4677.992551215815,3.476503525758881,2267,66,1.6921105937370746,0.2810135024035563
CID-07658,Existing,53,M,1,Unknown,Married,$40K - $60K,Silver,13,2,2,5,1895.0,1415,805.5152420880554,1.8604225154305054,7562,55,1.860229383161901,0.7957642308436702
CID-07659,Existing,44,F,4,High School,Married,$80K - $120K,Blue,56,2,1,5,3693.0,1155,2130.5566988812925,2.624607732231874,2798,15,0.7454205821528334,0.753032666855103
CID-07660,Existing,19,F,1,High School,Single,Less than $40K,Blue,54,4,2,6,4758.599999999999,1417,6313.175006313299,2.556011492841827,2873,36,2.988874376784736,0.31666806670600506
CID-07661,Existing,56,M,2,Post-Graduate,Divorced,$60K - $80K,Blue,12,2,0,3,7691.0,829,6414.863704700403,1.2464994661213407,2753,32,1.613685179291107,0.026793339156731027
CID-07662,Existing,68,F,3,Graduate,Single,$40K - $60K,Blue,52,1,2,4,4705.0,1215,3792.0121140136225,1.6585511909845407,2444,82,3.2052889171270063,0.4880912920571348
CID-07663,Existing,63,F,3,Doctorate,Married,$120K +,Silver,15,5,3,5,3072.0,1539,440.16918870761447,1.084554768712402,3552,84,1.5656835902279949,0.2985310842985759
CID-07664,Existing,36,M,2,Unknown,Single,$80K - $120K,Blue,59,3,2,4,8092.5,1392,4415.812910371022,1.2908558985192227,4873,15,2.0070020646544124,0.5504167200289125
CID-07665,Existing,24,M,4,Graduate,Married,$80K - $120K,Blue,59,6,1,3,9576.0,1689,5319.989189213988,1.7178076971537541,7052,83,1.1984895967071103,0.6040965566083082
CID-07666,Existing,29,M,0,College,Married,Less than $40K,Blue,14,1,6,2,2158.7999999999997,1129,1875.879335257449,1.2423079362755596,5686,62,0.8268039995041891,0.8145536477642265
CID-07667,Existing,20,M,4,Post-Graduate,Divorced,$80K - $120K,Blue,37,2,2,2,3022.5,1062,952.7567077652784,2.94430295828303,3874,22,0.8055922782756574,0.5534299041095556
CID-07668,Existing,64,M,1,College,Married,$80K - $120K,Blue,18,5,3,3,8292.0,1594,4513.155999794818,0.9488921890170691,3817,61,1.1383276491379621,0.038731436133219534
CID-07669,Attrited,22,M,5,Graduate,Single,Less than $40K,Silver,33,2,3,4,2818.8999999999996,2145,3192.174012664409,1.9669057622822783,6168,59,3.4548873495789465,0.1295767257157188
CID-07670,Existing,25,F,0,Uneducated,Divorced,$40K - $60K,Blue,21,3,0,3,5746.0,1456,5656.519134070212,2.253734287410716,719,61,1.3861275118271252,0.5016752476629882
CID-07671,Existing,31,M,2,Unknown,Married,Less than $40K,Blue,21,2,1,4,3810.1,1684,4469.208736044199,1.6876242885880166,2745,84,3.3222083887435883,0.3496611068346186
CID-07672,Existing,53,F,3,Unknown,Divorced,Unknown,Blue,50,4,1,5,10845.0,1699,6726.300982172747,2.4372728561004195,356,91,1.9719587301268875,0.4493259254511527
CID-07673,Attrited,24,M,3,Graduate,Married,$40K - $60K,Blue,12,6,2,4,5928.0,1430,4787.6330859040145,2.4935205098875235,3579,17,2.012235238375329,0.42060959962423894
CID-07674,Existing,24,M,4,Graduate,Married,$40K - $60K,Blue,48,4,2,4,2932.0,2027,1450.8995510826746,3.0011886733906423,3194,87,3.2009385596756093,0.5247584013352691
CID-07675,Existing,67,F,3,Post-Graduate,Unknown,Less than $40K,Blue,22,2,2,2,3613.3999999999996,1542,4946.705798432103,1.9718983894961968,2921,65,0.6260505653985594,0.7090200057619237
CID-07676,Existing,63,F,4,Uneducated,Married,$60K - $80K,Silver,45,5,2,3,4236.0,2546,2783.1546943300073,0.6294537163569599,4713,35,3.155182456079322,0.6713277714456547
CID-07677,Existing,49,M,1,Uneducated,Married,Less than $40K,Blue,21,6,3,1,3306.1,1006,3681.892500679264,3.294502828875859,2363,21,2.8628485626609637,0.7409052476424295
CID-07678,Attrited,25,M,1,Unknown,Married,$120K +,Blue,25,3,4,3,12541.5,1631,7588.735688230866,0.8420221005619974,2756,13,2.2382203623015924,0.5057994928389881
CID-07679,Existing,29,M,2,Unknown,Married,Less than $40K,Silver,49,2,3,2,2996.0,1311,2976.8072086216002,0.9513257189881591,5087,22,2.4851301623172857,0.1269023474862115
CID-07680,Existing,27,M,5,High School,Married,Less than $40K,Blue,13,3,2,2,2914.7999999999997,1199,3250.507622595454,2.934280411046768,2143,26,2.9841209025682174,0.26578705511780926
CID-07681,Attrited,31,M,1,Post-Graduate,Married,$80K - $120K,Gold,50,2,1,6,9936.0,977,3614.9357350618307,1.5027706056050467,2930,71,1.6624296574994304,0.08904713629178129
CID-07682,Existing,26,F,4,Uneducated,Married,Unknown,Silver,21,6,2,2,2848.0,2050,2604.402723518647,0.675946796955453,3801,74,0.5106755524288606,0.15001166600141527
CID-07683,Existing,55,M,3,Uneducated,Married,$120K +,Blue,43,3,2,2,5841.0,1745,2979.8088711581768,0.7615529572805546,4955,94,3.4065792327173625,0.32464082179807874
CID-07684,Existing,47,M,1,Unknown,Unknown,Less than $40K,Blue,40,2,2,3,2252.6,2774,1866.7075991703337,2.3356975621271676,5641,25,1.1525481463265614,0.008706510095625218
CID-07685,Existing,22,M,1,Graduate,Single,$40K - $60K,Blue,12,4,0,4,4546.0,1490,3901.2054894003404,2.543683457410451,3714,14,1.9126547277978236,0.1579601195343086
CID-07686,Existing,18,M,4,Post-Graduate,Single,$60K - $80K,Silver,55,2,4,1,4489.0,2120,3304.3753302524274,0.621500506554003,6934,96,1.231505791076537,0.3314590897453657
CID-07687,Existing,18,M,1,High School,Single,Less than $40K,Blue,15,4,1,3,700.0,1049,0.0,1.0645733046690953,3015,54,1.5812590724954676,0.4282259731541334
CID-07688,Existing,37,M,3,Unknown,Married,$60K - $80K,Blue,44,5,1,5,6756.0,1403,6226.429908647643,3.242756491098203,4254,70,1.6087528939274631,0.5500328581386937
CID-07689,Existing,66,M,5,Graduate,Divorced,$60K - $80K,Blue,57,2,5,5,6771.0,620,6147.399771281836,3.3933846955616445,5534,49,1.6500738969682902,0.47027367142002335
CID-07690,Existing,28,F,3,Unknown,Married,$60K - $80K,Blue,35,3,0,4,3699.0,1709,3511.9652621019513,2.320373723516943,1789,76,2.483902104323642,0.8200815366816877
CID-07691,Existing,43,M,5,Unknown,Unknown,Unknown,Blue,52,5,1,3,5620.0,2164,4713.27404793615,2.4926813546407702,6848,15,2.1163939351026797,0.3175905984273476
CID-07692,Attrited,61,F,3,Doctorate,Single,$40K - $60K,Silver,33,4,3,6,4555.0,2671,3213.818286855062,3.487356387625419,2674,54,1.4609854004493905,0.6940698396301469
CID-07693,Existing,20,M,3,High School,Married,$80K - $120K,Silver,21,5,2,1,10879.5,1396,5976.991133329295,0.7640718073022572,4939,86,1.9176786711487053,0.29773858475712367
CID-07694,Existing,23,M,0,Graduate,Married,$60K - $80K,Silver,55,2,4,2,7511.0,1597,6552.0641702199855,2.1275766437462624,1927,84,2.6591393590980212,0.3871372178945825
CID-07695,Attrited,60,F,3,Post-Graduate,Single,$60K - $80K,Silver,37,1,3,1,10377.0,2302,9492.41760582661,2.7593730201430606,1711,48,1.5726165870008253,0.4017093663365776
CID-07696,Existing,62,F,0,High School,Divorced,$80K - $120K,Blue,25,2,4,2,6183.0,2672,3517.2981342639277,1.171524180569827,3694,96,0.5646608139666024,0.5223136392567099
CID-07697,Existing,28,M,3,College,Single,Unknown,Gold,23,4,3,3,5472.0,1164,1657.689428222236,3.3475785885060545,6353,59,2.9999902724847534,0.8190406834452425
CID-07698,Existing,25,F,3,Uneducated,Single,$120K +,Blue,31,5,3,8,9399.0,2340,5533.356457837439,2.452506575486116,5715,70,3.418472777925958,0.12957764132939076
CID-07699,Existing,46,F,4,High School,Married,$80K - $120K,Blue,45,1,0,4,3535.5,1838,1306.6144446158394,1.1370329744895709,4926,85,1.6516463756495363,0.828865994759855
CID-07700,Existing,27,F,5,High School,Married,$60K - $80K,Blue,46,6,2,1,6693.0,1751,5707.599918937716,3.1486390628163585,8152,55,2.828240615897322,0.10581941070489795
CID-07701,Attrited,51,M,3,Graduate,Married,$60K - $80K,Blue,56,6,4,2,7110.0,2790,6522.564595495441,0.7875929560505109,2804,70,0.8705592197554922,0.17444691342955007
CID-07702,Existing,41,F,1,Unknown,Single,$120K +,Blue,33,6,2,1,10630.5,65,6547.987215215671,3.4566351457196607,7958,97,2.0288568765131823,0.6971073912532705
CID-07703,Existing,63,F,3,Uneducated,Single,$40K - $60K,Silver,49,3,1,1,2273.0,938,571.8884375457551,1.003530131065156,2331,67,3.2213501298271945,0.4914397566706177
CID-07704,Existing,65,F,2,Unknown,Single,$60K - $80K,Blue,28,5,1,2,4459.0,1163,2778.242783631341,2.674981274442108,3602,61,1.8447278310812547,0.573128689961134
CID-07705,Existing,34,F,4,Doctorate,Single,$60K - $80K,Blue,39,5,1,3,5585.0,1951,4460.36802035169,1.3462682070018899,4372,70,2.9103416247523635,0.4342709767614763
CID-07706,Existing,49,F,4,Graduate,Divorced,$80K - $120K,Silver,34,2,1,1,10083.0,725,6049.425410464164,0.6941537963196446,4484,99,2.0210395022018,0.6084101251356699
CID-07707,Existing,28,M,3,Unknown,Divorced,$40K - $60K,Gold,27,3,1,3,5487.0,1983,2376.5099805721743,1.862551844756597,5327,37,2.942571177828266,0.40859539866117806
CID-07708,Existing,51,M,2,Graduate,Unknown,$80K - $120K,Silver,34,1,0,3,5995.5,992,3011.9889327993105,3.3786538758652647,1269,39,2.3663664143323193,0.738522012984013
CID-07709,Existing,41,M,5,Graduate,Divorced,$80K - $120K,Blue,48,5,4,3,5275.5,1976,3001.256059632701,1.2660031410707517,5399,43,1.4634429385321979,0.5925795833418833
CID-07710,Existing,22,M,3,Graduate,Divorced,$40K - $60K,Platinum,47,2,0,5,12220.0,1430,4890.631348702233,1.5337970592387626,-36,39,1.3890612503376911,0.5373372358131263
CID-07711,Existing,46,M,1,Uneducated,Divorced,$60K - $80K,Blue,34,2,3,2,4497.0,2965,2419.600896432673,3.457009854463921,3233,13,0.9076626712823694,0.8441354830132903
CID-07712,Existing,65,M,4,Unknown,Unknown,$80K - $120K,Blue,42,1,2,6,6964.5,641,4085.3886564742647,2.216357919465195,1962,85,2.584773459614834,0.418194550055344
CID-07713,Existing,65,M,4,Graduate,Divorced,Unknown,Blue,26,3,3,0,6390.0,2044,5059.189141018138,2.624477872715677,3615,99,2.980887491784702,0.04872549700450695
CID-07714,Existing,51,F,5,Graduate,Married,Less than $40K,Blue,24,3,3,4,5366.2,1762,6365.540157591038,0.980017402798476,2720,35,2.8703452747335922,0.08264363431988205
CID-07715,Existing,33,F,2,Uneducated,Married,Less than $40K,Blue,25,2,2,7,1759.1,1283,672.9459136542744,2.074185488151977,3559,88,1.6815091161218012,0.6122884228881075
CID-07716,Attrited,42,M,0,High School,Married,$40K - $60K,Blue,33,3,3,1,4417.0,1843,4213.0181137633335,2.6453498110871987,5979,45,2.3251809283393197,0.04142545015024867
CID-07717,Existing,54,F,5,Doctorate,Married,Unknown,Blue,20,3,2,2,9040.0,1046,8457.811241566651,0.7126038498290681,1211,14,3.3494343803299755,0.6255310075680449
CID-07718,Attrited,25,M,2,Graduate,Married,$120K +,Blue,19,2,2,3,9772.5,1600,5594.136063345051,2.628044221120051,4785,40,3.4635320191775443,0.13787857690444993
CID-07719,Existing,46,F,1,Graduate,Married,$80K - $120K,Blue,25,5,3,3,5089.5,1039,1756.0141659019062,0.6811277494706673,6808,26,2.5780473729966693,0.0011110203664846884
CID-07720,Attrited,69,F,2,Graduate,Unknown,Less than $40K,Blue,18,5,2,4,1930.6,1651,2213.8422177681537,1.0118056642078417,9540,90,1.2226581863495327,0.11342427595102303
CID-07721,Existing,63,M,5,Graduate,Single,$60K - $80K,Blue,14,6,3,3,3803.0,1781,3158.313014688015,1.896091294934956,3041,65,3.2996461982883454,0.28053699019498113
CID-07722,Attrited,42,M,0,Doctorate,Single,$80K - $120K,Blue,47,3,4,1,3916.5,1396,1689.8277332052248,2.5609944199297585,2839,64,0.8204945937115864,0.47243343611757893
CID-07723,Existing,59,M,1,Unknown,Divorced,$120K +,Blue,34,2,1,3,7236.0,1990,4356.105693026697,1.3621463513334378,1496,19,2.4455753432799483,0.6513847743324335
CID-07724,Existing,40,F,1,Graduate,Married,$40K - $60K,Blue,28,5,1,2,1726.0,1256,836.95804313112,0.5446990957989863,685,58,1.8280315263912401,0.5692527959306684
CID-07725,Attrited,51,F,0,Uneducated,Married,Unknown,Blue,52,6,4,3,4733.0,1714,3969.6176368060565,3.2741798156291564,4917,76,3.4877522312533076,0.1692832597279331
CID-07726,Existing,20,M,3,Post-Graduate,Divorced,Less than $40K,Blue,36,6,1,1,3873.7999999999997,569,5116.125171619446,1.344325251009312,6714,35,0.5673300240689786,0.8421000953382106
CID-07727,Existing,47,M,2,Unknown,Single,$40K - $60K,Blue,34,5,1,3,1397.0,1150,132.98813203744476,1.9433140119119745,5874,21,1.852838055740956,0.44079264639501736
CID-07728,Existing,67,M,5,Graduate,Married,$120K +,Blue,22,6,0,1,3862.5,1399,987.0337785563088,0.6971083892133689,2226,91,2.8248090140380575,0.4133128468307773
CID-07729,Attrited,51,M,1,Post-Graduate,Single,Unknown,Blue,43,2,2,6,14904.0,2679,8929.040913275605,2.556188537986365,6139,69,2.282712155040356,0.2373387578253651
CID-07730,Existing,49,F,5,High School,Divorced,$120K +,Blue,12,1,0,3,8835.0,1673,5787.521416916259,2.881023273399309,6922,80,2.461991686756156,0.13700048241941085
CID-07731,Existing,46,M,2,Graduate,Married,Unknown,Blue,38,6,2,1,5967.0,1568,4779.976770380612,1.8808553579455185,2930,69,1.7993130548694063,0.7437644256089601
CID-07732,Existing,26,F,0,Unknown,Married,$60K - $80K,Blue,55,3,0,5,3994.0,2233,3560.708935371411,0.9767507620264204,7603,38,2.4931011031840566,0.008435410446045006
CID-07733,Existing,19,F,4,Graduate,Divorced,$40K - $60K,Blue,39,3,0,1,5053.0,812,4395.27109853596,0.8663097489905042,4253,15,1.157114211324466,0.36289974771849914
CID-07734,Existing,56,F,0,College,Divorced,$80K - $120K,Blue,50,6,2,4,10722.0,1890,6019.676166934711,3.338109992621116,4516,17,0.9110755286351608,0.462843964804593
CID-07735,Existing,24,M,2,College,Married,$60K - $80K,Blue,37,5,0,2,2739.0,1864,1636.5914909430658,2.6779257888984094,3341,22,3.3040145721457312,0.03454869945291209
CID-07736,Existing,63,M,1,College,Divorced,$120K +,Blue,20,2,2,5,4968.0,1040,2481.021273132088,1.6679599339404114,176,82,1.9434254066275494,0.16231545378040543
CID-07737,Attrited,22,M,2,Graduate,Married,$60K - $80K,Blue,41,4,4,1,4678.0,1936,4335.947995361368,1.1017858222987695,3590,93,1.6352420474919893,0.04880864174043253
CID-07738,Existing,25,F,4,High School,Married,$120K +,Blue,14,6,0,3,5019.0,409,3300.7834573291,2.4338776146499677,3812,30,2.629959163436762,0.8390119103599346
